resin,protein,tis_M,kprime,ln(kprime),ln(tis_mM)
Fractogel EMD SO3-,aprotinin,0.4687270314822895,1.2358,0.21171853364474214,6.1500205765796565
Fractogel EMD SO3-,aprotinin,0.5210027312436751,0.7812,-0.2469240799796132,6.255755284049943
Fractogel EMD SO3-,aprotinin,0.568983929152867,0.5123,-0.6688448880369805,6.343852189707895
MacroPrep 25S,aprotinin,0.568983929152867,3.639,1.2917089186300228,6.343852189707895
MacroPrep 25S,aprotinin,0.5928707166542809,2.8671,1.0533010659581068,6.384976359468769
MacroPrep 25S,aprotinin,0.6177603068499417,2.3007,0.8332134244567861,6.426100529229642
MacroPrep 25S,aprotinin,0.6474705210016574,2.0606,0.7229972025288306,6.473073265126721
MacroPrep 25S,aprotinin,0.6907008651659308,1.4543,0.3745246852015274,6.537706828687064
MacroPrep CM,aprotinin,0.568983929152867,1.4294,0.35725477580374143,6.343852189707895
MacroPrep CM,aprotinin,0.6177603068499417,1.1467,0.13688825206212168,6.426100529229642
MacroPrep CM,aprotinin,0.6707026155974513,0.937,-0.0650719967437148,6.50832584290046
MacroPrep CM,aprotinin,0.7722537039869224,0.7245,-0.32227351722139996,6.6493131281444855
MacroPrep High S,aprotinin,0.5428626970202342,3.0305,1.1087276224092026,6.296856427959887
MacroPrep High S,aprotinin,0.568983929152867,2.3876,0.8702886773123577,6.343852189707895
MacroPrep High S,aprotinin,0.5893998215167636,1.847,0.6135627012171029,6.379104767481634
MacroPrep High S,aprotinin,0.6177603068499417,1.5095,0.4117784701647565,6.426100529229642
MacroPrep High S,aprotinin,0.6436799774313618,1.3034,0.26497623491614286,6.467201673139586
MacroPrep High S,aprotinin,0.6667760623341455,1.0459,0.0448777587780855,6.502454250913325
Matrex Cellufine C-500,aprotinin,0.21841879157731944,2.7281,1.0036053962008638,5.386414282190041
Matrex Cellufine C-500,aprotinin,0.24420806361001293,1.9605,0.6731995427502492,5.498020581647463
Matrex Cellufine C-500,aprotinin,0.26984849483892426,1.409,0.3428802329165432,5.597860671279684
Matrex Cellufine C-500,aprotinin,0.294706693610353,0.9943,-0.005716306996109192,5.685980602788566
Matrex Cellufine C-500,aprotinin,0.31808998818818374,0.6172,-0.48256215849313133,5.762334324472249
CM Hyper Z,lysozyme,0.26747919038948176,16.494,2.8029966784111635,5.589041770373517
CM Hyper Z,lysozyme,0.2924691076231757,5.609,1.7243724505262,5.6783590461307565
CM Hyper Z,lysozyme,0.3084537112847693,4.6706,1.5412875430853892,5.731571787629848
CM Hyper Z,lysozyme,0.31769472217207245,4.4207,1.4862980545909614,5.761090928522032
CM Hyper Z,lysozyme,0.3662351297033354,1.8713,0.6266333765016058,5.903275558014414
Fractogel EMD COO- (M),lysozyme,0.21770078748035393,10.649,2.3654659910332465,5.38312158550706
Fractogel EMD COO- (M),lysozyme,0.22967831850906612,5.825,1.7621589994517644,5.436679714770102
Fractogel EMD COO- (M),lysozyme,0.24370812028838246,3.8248,1.3415061783297566,5.495971280914698
Fractogel EMD COO- (M),lysozyme,0.26947594277508,2.7014,0.9937701571445267,5.596479120223888
Fractogel EMD SE Hicap (M),lysozyme,0.25854134274264295,3.3036,1.1950127829544248,5.555055614400925
Fractogel EMD SE Hicap (M),lysozyme,0.2859235978270507,1.9083,0.6462127933707312,5.655724634666625
Fractogel EMD SE Hicap (M),lysozyme,0.3106490286631387,1.1435,0.13409373448069875,5.73866374971627
Fractogel EMD SE Hicap (M),lysozyme,0.33356463508921136,0.6853,-0.377898580390359,5.8098366549407165
Fractogel EMD SE Hicap (M),lysozyme,0.3868387755860742,0.25994,-1.3473044438286947,5.958008005674883
Fractogel EMD SO3-,lysozyme,0.36811202106714175,4.7523,1.5586287113807775,5.9083872969208615
Fractogel EMD SO3-,lysozyme,0.39288911785687913,3.2962,1.1927702898179424,5.973527429201663
Fractogel EMD SO3-,lysozyme,0.41685978480856345,2.3286,0.8452672286207785,6.03274991779347
Fractogel EMD SO3-,lysozyme,0.4448975355101547,1.7376,0.5525048507574792,6.0978439983724115
Fractogel EMD SO3-,lysozyme,0.47203043343018514,1.2967,0.2598225755727015,6.157043461113289
MacroPrep 25S,lysozyme,0.796746198482199,4.4804,1.4997123281554474,6.6805361820054845
MacroPrep 25S,lysozyme,0.8453761670858972,3.1078,1.1339150803704967,6.739781696448222
MacroPrep 25S,lysozyme,0.8709034280006617,2.2363,0.8048227144505344,6.769531095849705
MacroPrep CM,lysozyme,0.6659628450786914,83.48,4.4246070822090005,6.501233880814039
MacroPrep CM,lysozyme,0.7196809383381483,26.874,3.291159276453218,6.578807972597008
MacroPrep CM,lysozyme,0.768210077483206,16.704,2.8156482117002284,6.644063234132459
MacroPrep High S,lysozyme,0.7207256856833425,5.0022,1.6098778156624858,6.580258601205594
MacroPrep High S,lysozyme,0.7380571638302141,4.0167,1.3904606699893065,6.604021279365292
MacroPrep High S,lysozyme,0.7737844537852868,3.4695,1.2440104913574666,6.65129335132446
MacroPrep High S,lysozyme,0.7876984665346671,2.9431,1.0794634476071263,6.669115359944234
MacroPrep High S,lysozyme,0.8161500282610129,2.5423,0.9330691831129729,6.7045981962272725
Matrex Cellufine C-500,lysozyme,0.21915430186051357,4.3492,1.4699919201414573,5.389776056425813
Matrex Cellufine C-500,lysozyme,0.24233715219057184,2.9079,1.067431171184535,5.490329947436862
Matrex Cellufine C-500,lysozyme,0.2695442054614135,1.98,0.6830968447064438,5.596732404584118
Matrex Cellufine C-500,lysozyme,0.29282624605329083,1.3732,0.3171437826013999,5.679579416230043
Matrex Cellufine C-500,lysozyme,0.31812661175961715,0.8853,-0.12182870836513367,5.762449453726899
